index,sentence index,reviewText,overall,productID,positive rationale,negative rationale,positive rationale encoded,negative rationale encoded
40,138,"This novel starts off with Navajo Tribal Police sergeant Jim Chee finding a corpse in tribal lands near a natural gas field.  The FBI is trying to take over the case, saying that it was a hunting accident.  Joining Chee on the case is the familiar characters of Joe Leaphorn and Bernadette Manuelito.  Conspiracies abound, and not surprisingly, the US government aren't necessarily the good guys.

 This is a solid novel, perhaps a little better than some other Hillerman novels I have read.  The plot is logical, the writing professional.  The downfall is that nothing really stands out about this novel.  Its not the sort of novel that youll remember long after you read it.  Its descent enough to pass the time and is a solid read, but not particularly memorable.

Carl Alves  author of Blood Street",3,2005263,"This novel starts off with Navajo Tribal Police sergeant Jim Chee finding a corpse in tribal lands near a natural gas field.  The FBI is trying to take over the case, saying that it was a hunting accident.  Joining Chee on the case is the familiar characters of Joe Leaphorn and Bernadette Manuelito.  Conspiracies abound, and not surprisingly, the US government aren't necessarily the good guys.

 This is a \ solid \ novel, perhaps a little \ better \ than some other Hillerman novels I have read.  The plot is \ logical \ , the writing professional.  The downfall is that nothing really stands out about this novel.  Its not the sort of novel that youll remember long after you read it.  Its \ descent \ enough to pass the time and is a \ solid \ read, but not particularly memorable.

Carl Alves  author of Blood Street","This novel starts off with Navajo Tribal Police sergeant Jim Chee finding a corpse in tribal lands near a natural gas field.  The FBI is trying to take over the case, saying that it was a hunting accident.  Joining Chee on the case is the familiar characters of Joe Leaphorn and Bernadette Manuelito.  Conspiracies abound, and not surprisingly, the US government aren't necessarily the good guys.

 This is a solid novel, perhaps a \ little \ better than some other Hillerman novels I have read.  The plot is logical, the writing professional.  The \ downfall \ is that \ nothing \ really stands out about this novel.  Its \ not \ the sort of novel that youll remember long after you read it.  Its descent enough to pass the time and is a solid read, but \ not particularly \ memorable.

Carl Alves  author of Blood Street","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
41,139,good book,4,2005263,\ good \ book,good book,"[0, 1, 0, 0]","[0, 0, 0, 0]"
42,142,"Once again Leaphorn and Chee engage in a joint effort to solve a crime, and rescue a damsel in distress! This time, Chee finally gets the girl! This tale starts of rather obliquely with the death of an unidentified man seemingly unconnected to the new border patrol job acquired by Officer Bernie Manuelito. The plot unfolds rather rapidly after Bernie's picture shows up in some bad places in Mexico. Actually, the plot unfolds too rapidly and takes away the mystery usually captured in Hillerman tales. However, the reader will enjoy an ending that hints of more adventures to come by a new two-some.",3,2005263,"Once again Leaphorn and Chee engage in a joint effort to solve a crime, and rescue a damsel in distress! This time, Chee finally gets the girl! This tale starts of rather obliquely with the death of an unidentified man seemingly unconnected to the new border patrol job acquired by Officer Bernie Manuelito. The plot unfolds rather rapidly after Bernie's picture shows up in some bad places in Mexico. Actually, the plot unfolds too rapidly and takes away the mystery usually captured in Hillerman tales. \ However \ , the reader will \ enjoy \ an ending that hints of more adventures to come by a new two-some.","Once again Leaphorn and Chee engage in a joint effort to solve a crime, and rescue a damsel in distress! This time, Chee finally gets the girl! This tale starts of rather obliquely with the death of an unidentified man seemingly unconnected to the new border patrol job acquired by Officer Bernie Manuelito. The plot unfolds rather rapidly after Bernie's picture shows up in some bad places in Mexico. Actually, the plot unfolds \ too rapidly \ and takes \ away \ the mystery usually captured in Hillerman tales. However, the reader will enjoy an ending that hints of more adventures to come by a new two-some.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43,150,Many good characters and story lines.  Only one character's story is completed at the end of the book.  Leaves you wanting more story about what happens to the everyone else.,4,2005263,\ Many good \ characters and story lines.  Only one character's story is completed at the end of the book.  Leaves you \ wanting more \ story about what happens to the everyone else.,Many good characters and story lines. \ Only \ one character's story is completed at the end of the book.  Leaves you wanting more story about what happens to the everyone else.,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
44,152,"If you like Tony Hillerman's characters and style of writing, this book does not disappoint.  Another good read from a good writer.",4,2005263,"If you \ like \ Tony Hillerman's characters and style of writing, this book \ does not \ disappoint.  Another \ good \ read from a \ good \ writer.","If you like Tony Hillerman's characters and style of writing, this book does not \ disappoint \ .  Another good read from a good writer.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
45,154,"While most of Hillermans Joe Leaphorn novels rest on a strong sense of place, this one could take place almost anywhere. It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions puzzling, to say the least.

The plot here is also weaker than others. The story rests on a device that I have seen elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its not that mysterious, and unfortunately I did not find the denouement at all credible.

Still, Hillerman knows how to move a story along. Its a decent airplane read.",3,2005263,"While most of Hillermans Joe Leaphorn novels rest on a \ strong \ sense of place, this one could take place almost anywhere. It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions \ puzzling \ , to say the least.

The plot here is also weaker than others. The story rests on a device that I have seen elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its not that mysterious, and unfortunately I did not find the denouement at all \ credible \ .

\ Still \ , Hillerman \ knows \ how to move a story along. Its a \ decent \ airplane read.","While most of Hillermans Joe Leaphorn novels rest on a strong sense of place, this one could take place almost \ anywhere \ . It also shifts the focus from the retired Leaphorn to Jim Chee and especially Bernie Manuelito.  I found some of their decisions puzzling, to say the \ least \ .

The plot here is also \ weaker \ than others. The story rests on a device that I \ have seen \ elsewhere, in both film and novels, including a variant in one of the older James Bond movies. Its \ not \ that mysterious, and \ unfortunately \ I did not find the denouement at all credible.

Still, Hillerman knows how to move a story along. Its a decent airplane read.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
46,158,"I have read many of the Hillerman books and enjoyed them immensely.  The later books, however, were not up to his earlier work, I am sorry to report.  The story gets near the end, and it seems like someone else had to finish the story.",2,2005263,"I have read \ many \ of the Hillerman books and \ enjoyed \ them immensely.  The later books, however, were not up to his earlier work, I am sorry to report.  The story gets near the end, and it seems like someone else had to finish the story.","I have read many of the Hillerman books and enjoyed them immensely.  The later books, \ however \ , were \ not \ up to his earlier work, I am \ sorry \ to report.  The story gets near the end, and it seems like someone else had to finish the story.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
47,159,"This is older offering of Hillerman's, but the title intrigued me, so I ordered it.  I was not at all disappointed and learned the reason for the title to be very interesting.",4,2005263,"This is older offering of Hillerman's, but the title \ intrigued \ me, so I ordered it.  I was \ not at all \ disappointed and \ learned \ the reason for the title to be \ very interesting \.","This is older offering of Hillerman's, but the title intrigued me, so I ordered it.  I was not at all \ disappointed \ and learned the reason for the title to be very interesting.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
48,166,"I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was up to his usual standards and I enjoyed reading it. Mr. Hillerman's knowledge of and respect for Native American cultures and his thorough research means that I always learn something new.",4,2005263,"I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was \ up \ to his usual \ standards \ and I \ enjoyed \ reading it. Mr. Hillerman's \ knowledge \ of and respect for Native American cultures and his \ thorough \ research means that I always learn something \ new \ .","I thought I'd already read all of Mr. Hillerman's mysteries, but somehow I missed this one. It was up to his usual standards and I enjoyed reading it. Mr. Hillerman's knowledge of and respect for Native American cultures and his thorough research means that I always learn something new.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
49,169,Somewhat simple for those of us used to Elizabeth George or le Carre.  Character are flat; location and native american focus interesting.,3,2005263,Somewhat simple for those of us used to Elizabeth George or le Carre.  Character are flat; location and native american focus \ interesting \ .,\ Somewhat simple \ for those of us used to Elizabeth George or le Carre.  Character are \ flat \ ; location and native american focus interesting.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
50,170,This is one of HIllerman's novels that I probably won't be re-reading.  It was good but not at the top of my list.  I did like it better than Finding Moon.,4,2005263,This is one of HIllerman's novels that I probably won't be re-reading.  It was \ good \ but not at the top of my list.  I did \ like \ it \ better \ than Finding Moon.,This is one of HIllerman's novels that I probably \ won't \ be re-reading.  It was good \ but not \ at the top of my list.  I did like it better than Finding Moon.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,172,"a gift to the aging grandma. She enjoys this author very much, what  a bonus to find it in large print.",4,2005263,"a gift to the aging grandma. She \ enjoys \ this author \ very \ much, what  a \ bonus \ to find it in large print.","a gift to the aging grandma. She enjoys this author very much, what  a bonus to find it in large print.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
52,178,"I like all of the Navajo novels that Tony Hillerman has written.  The characters and the plots and the
vivid descriptions of the land and culture are facinating.",4,2005263,"I \ like \ all of the Navajo novels that Tony Hillerman has written.  The characters and the plots and the
\ vivid \ descriptions of the land and culture are \ facinating \ .","I like all of the Navajo novels that Tony Hillerman has written.  The characters and the plots and the
vivid descriptions of the land and culture are facinating.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
53,187,"Tony Hillerman's THE SINISTER PIG reads like a half-hearted effort to fulfill a contract, not to tell a good story.
Some great threads are inherent, but the unravel instead of weave. The reader is bounced from the border where Bernie Manuelito is now working to the Four Corners for a murder. The strongest theme is embezzlement of tribal funds, but here Hillerman waxes lightly.
Okay, but not his best.
Nash Black, author of SINS OF THE FATHERS.",3,2005263,"Tony Hillerman's THE SINISTER PIG reads like a half-hearted effort to fulfill a contract, not to tell a \ good \ story.
Some \ great \ threads are inherent, but the unravel instead of weave. The reader is bounced from the border where Bernie Manuelito is now working to the Four Corners for a murder. The strongest theme is embezzlement of tribal funds, but here Hillerman waxes lightly.
\ Okay \ , but not his \ best \ .
Nash Black, author of SINS OF THE FATHERS.","Tony Hillerman's THE SINISTER PIG reads like a half-hearted effort to fulfill a contract, \ not \ to tell a good story.
Some great threads are inherent, \ but \ the unravel instead of weave. The reader is bounced from the border where Bernie Manuelito is now working to the Four Corners for a murder. The strongest theme is embezzlement of tribal funds, but here Hillerman waxes \ lightly \ .
Okay, \ but not \ his best.
Nash Black, author of SINS OF THE FATHERS.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
54,189,"I own and have enjoyed all Hillerman's previous books, but this one doesn't quite hit the mark. Sorry, Tony. I can only give it 3 stars.",3,2005263,"I own and have \ enjoyed \ all Hillerman's previous books, but this one doesn't quite hit the mark. Sorry, Tony. I can only give it 3 stars.","I own and have enjoyed all Hillerman's previous books, \ but \ this one \ doesn't \ quite hit the mark. \ Sorry \ , Tony. I can \ only \ give it 3 stars.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
55,192,"I really love Hillerman's books.  He is one of my favorite authors.  That said, everyone lets a stinker once in a while, and this is Hillermans.  My first impression was that Hillerman had gotten so old and feeble that he couldn't write any more.  This impression was later corrected, he's as good as ever. So, if you like Hillerman, don't expect much from this one.  If you have not read Hillerman, don't start here - please.  He is a very good author and all of this other books are far superior to this one.",2,2005263,"I \ really love \ Hillerman's books.  He is one of my \ favorite \ authors.  That said, everyone lets a stinker once in a while, and this is Hillermans.  My first impression was that Hillerman had gotten so old and feeble that he couldn't write any more.  This impression was later corrected, he's as \ good \ as ever. So, if you \ like \ Hillerman,  don't  expect much from this one.  If you have not read Hillerman, don't start here - please.  He is a \ very good \ author and all of this other books are far \ superior \ to this one.","I really love Hillerman's books.  He is one of my favorite authors.  That said, everyone lets a \ stinker \ once in a while, and this is Hillermans.  My first impression was that Hillerman had gotten so \ old \ and \ feeble \ that he \ couldn't write \ any more.  This impression was later corrected, he's as good as ever. So, if you like Hillerman, \ don't \ expect much from this one.  If you have not read Hillerman, \ don't \ start here - please.  He is a very good author and all of this other books are far superior to this one.","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56,194,"The best I can say is the audio book kept me awake on a long drive. The book barely resembles the early Hillerman ones I remember, and is sort of a mix of generic Crichton-Grisham political/crime suspense with a little romance and a little New Mexico flavor thrown in for old-times sake.",2,2005263,"The \ best \ I can say is the audio book kept me awake on a long drive. The book barely resembles the early Hillerman ones I remember, and is sort of a mix of generic Crichton-Grisham political/crime suspense with a little romance and a little New Mexico flavor thrown in for old-times sake.","The best I can say is the audio book kept me awake on a long drive. The book \ barely \ resembles the early Hillerman ones I remember, and is sort of a mix of generic Crichton-Grisham political/crime suspense with a \ little \ romance and a \ little \ New Mexico flavor thrown in for old-times sake.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57,196,"Great, as are all of Tony Hillerman's Navajo stories.  Off the Reservation and into the modern world.",3,2005263,"\ Great \ , as are all of Tony Hillerman's Navajo stories.  Off the Reservation and into the modern world.","Great, as are all of Tony Hillerman's Navajo stories.  Off the Reservation and into the modern world.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
58,199,"I have read most of Mr. Hillerman's Chee/Leaphorn books and enjoyed all of them, even the early ones that lacked the depth of his later works, but this book left me cold.  Every character of worth Hillerman created had to have spot in this book, and many didn't fit well.  This was too contrived to hold interest.",1,2005263,"I have read most of Mr. Hillerman's Chee/Leaphorn books and \ enjoyed \ all of them, even the early ones that lacked the depth of his later works, but this book left me cold.  Every character of worth Hillerman created had to have spot in this book, and many didn't fit well.  This was too contrived to hold interest.","I have read most of Mr. Hillerman's Chee/Leaphorn books and enjoyed all of them, even the early ones that \ lacked \ the depth of his later works, but this book left me \ cold \ .  Every character of worth Hillerman created had to have spot in this book, and many \ didn't fit \ well.  This was \ too contrived \ to hold interest.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
